Assessment Instrument,Assessment Instrument Version,Item ID,Question Text,Section Name,Skip Pattern Trigger,Lookback Period,Item Uses,Item Subsets,Assessment Response Codes,Response Text,Copyright Indicator
OASIS,D1-012020,M0100,"""This Assessment is Currently Being Completed for the Following Reason""","""Clinical Record Items""",Y,0,HH PPS Grouper|QM,01|03|04|05|06|07|08|09,01|03|04|05|06|07|08|09,"""Start of care - further visits planned""|""Resumption of care (after inpatient stay)""|""Recertification (follow-up) reassessment""|""Other follow-up""|""Transferred to an inpatient facility - {patient/resident} not discharged from agency""|""Transferred to an inpatient facility - {patient/resident} discharged from agency""|""Death at home""|""Discharge from agency""",N
OASIS,D1-012020,M0102,"""Date of Physician-ordered Start of Care (Resumption of Care): If the physician indicated a specific start of care (resumption of care) date when the {patient/resident} was referred for home health services, record the date specified.""","""Clinical Record Items""",N,0,QM,01|03,^|MMDDYYYY|NA,"""Blank (not available or unknown)""|""Physician ordered SOC/ROC date""|""No specific SOC date ordered by physician""",N
OASIS,D1-012020,M0104,"""Date of Referral: Indicate the date that the written or verbal referral for initiation or resumption of care was received by the HHA.""","""Clinical Record Items""",N,0,QM,01|03,^|MMDDYYYY,"""Blank (not available or unknown)""|""Physician date of referral""",N
OASIS,D1-012020,M0110,"""Episode Timing: Is the Medicare home health payment episode for which this assessment will define a case mix group an """"early"""" episode or a """"later"""" episode in the {patient's/resident's} current sequence of adjacent Medicare home health payment episodes?""","""Clinical Record Items""",N,0,HH PPS Grouper|QM,01|03|04|05,01|02|NA|UK,"""Early""|""Later""|""Not applicable: No Medicare case mix group to be defined by this assessment.""|""Unknown""",N
OASIS,D1-012020,M0140,"""Race/Ethnicity: Check all that apply""","""Home Health Patient Tracking Sheet""",N,0,,1,1|2|3|4|5|6,"""American Indian or Alaska Native""|""Asian""|""Black or African-American""|""Hispanic or Latino""|""Native Hawaiian or Pacific Islander""|""White""",N
OASIS,D1-012020,M0150,"""Current Payment Sources for Home Care. Mark all that apply""","""Home Health Patient Tracking Sheet""",N,0,QM,1,00|01|02|03|04|05|06|07|08|09|10|11|UK,"""None; no charge for current services""|""Medicare (traditional fee-for-service)""|""Medicare (HMO/managed care/Advantage plan)""|""Medicaid (traditional fee-for-service)""|""Medicaid (HMO/managed care)""|""Workers' compensation""|""Title programs (for example, Title III, V, or XX)""|""Other government (for example, TriCare, VA)""|""Private insurance""|""Private HMO/managed care""|""Self-pay""|""Other (specify)""|""Unknown""",N
OASIS,D1-012020,M0906,"""Discharge/Transfer/Death Date: Enter the date of the discharge, transfer, or death (at home) of the {patient/resident}.""","""IP Admission/Agency Discharge""",N,0,QM,06|07|08|09,^|MMDDYYYY,"""Blank (skip pattern)""|""Discharge, transfer, death date""",N
OASIS,D1-012020,M1000,"""From which of the following Inpatient Facilities was the {patient/resident} discharged within the past 14 days? Mark all that apply""","""Patient History and Diagnosis""",N,14,QM,01|03,1|2|3|4|5|6|7|MMDDYYYY|NA,"""Long-term nursing facility (NF)""|""Skilled nursing facility (SNF/TCU)""|""Short-stay acute hospital (IPPS)""|""Long-term care hospital (LTCH)""|""Inpatient rehabilitation hospital or unit (IRF)""|""Psychiatric hospital or unit""|""Other (specify)""|""Most recent inpatient discharge date""|""{Patient/Resident} was not discharged from an inpatient facility""",N
OASIS,D1-012020,M1005,"""Inpatient Discharge Date (most recent)""","""Patient History and Diagnosis""",N,0,QM,01|03,^|UK,"""Blank (not available or unknown)""|""Unknown""",N
OASIS,D1-012020,M1021,"""Primary Diagnosis.  Sequencing of diagnosis should reflect the seriousness of each condition and support the disciplines and services provided.""","""Patient History and Diagnosis""",N,0,,01|03|04|05,,,N
OASIS,D1-012020,M1021_A2_ICD,"""Primary Diagnosis""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,ICD,"""ICD-10 diagnosis code""",N
OASIS,D1-012020,M1021_A2_SEV,"""Primary Symptom Control Rating""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,^|00|01|02|03|04,"""No severity rating""|""Asymptomatic, no treatment needed at this time""|""Symptoms well controlled with current therapy""|""Symptoms controlled with difficulty, affecting daily functioning; {patient/resident} needs ongoing monitoring""|""Symptoms poorly controlled: {patient/resident} needs frequent adjustment in treatment and dose monitoring""|""Symptoms poorly controlled: history of re-hospitalizations""",N
OASIS,D1-012020,M1023,"""Other Diagnoses""","""Patient History and Diagnosis""",N,0,,01|03|04|05,,,N
OASIS,D1-012020,M1023_B2_ICD,"""Other Diagnosis b.""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,^|ICD,"""Blank (no diagnosis code)""|""ICD-10 diagnosis code""",N
OASIS,D1-012020,M1023_B2_SEV,"""Symptom Control Rating b.""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,^|00|01|02|03|04,"""No severity rating""|""Asymptomatic, no treatment needed at this time""|""Symptoms well controlled with current therapy""|""Symptoms controlled with difficulty, affecting daily functioning; {patient/resident} needs ongoing monitoring""|""Symptoms poorly controlled: {patient/resident} needs frequent adjustment in treatment and dose monitoring""|""Symptoms poorly controlled: history of re-hospitalizations""",N
OASIS,D1-012020,M1023_C2_ICD,"""Other Diagnosis c.""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,^|ICD,"""Blank (no diagnosis code)""|""ICD-10 diagnosis code""",N
OASIS,D1-012020,M1023_C2_SEV,"""Symptom Control Rating c.""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,^|00|01|02|03|04,"""No severity rating""|""Asymptomatic, no treatment needed at this time""|""Symptoms well controlled with current therapy""|""Symptoms controlled with difficulty, affecting daily functioning; {patient/resident} needs ongoing monitoring""|""Symptoms poorly controlled: {patient/resident} needs frequent adjustment in treatment and dose monitoring""|""Symptoms poorly controlled: history of re-hospitalizations""",N
OASIS,D1-012020,M1023_D2_ICD,"""Other Diagnosis d.""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,^|ICD,"""Blank (no diagnosis code)""|""ICD-10 diagnosis code""",N
OASIS,D1-012020,M1023_D2_SEV,"""Symptom Control Rating d.""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,^|00|01|02|03|04,"""No severity rating""|""Asymptomatic, no treatment needed at this time""|""Symptoms well controlled with current therapy""|""Symptoms controlled with difficulty, affecting daily functioning; {patient/resident} needs ongoing monitoring""|""Symptoms poorly controlled: {patient/resident} needs frequent adjustment in treatment and dose monitoring""|""Symptoms poorly controlled: history of re-hospitalizations""",N
OASIS,D1-012020,M1023_E2_ICD,"""Other Diagnosis e.""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,^|ICD,"""Blank (no diagnosis code)""|""ICD-10 diagnosis code""",N
OASIS,D1-012020,M1023_E2_SEV,"""Symptom Control Rating e.""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,^|00|01|02|03|04,"""No severity rating""|""Asymptomatic, no treatment needed at this time""|""Symptoms well controlled with current therapy""|""Symptoms controlled with difficulty, affecting daily functioning; {patient/resident} needs ongoing monitoring""|""Symptoms poorly controlled: {patient/resident} needs frequent adjustment in treatment and dose monitoring""|""Symptoms poorly controlled: history of re-hospitalizations""",N
OASIS,D1-012020,M1023_F2_ICD,"""Other Diagnosis f.""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,^|ICD,"""Blank (no diagnosis code)""|""ICD-10 diagnosis code""",N
OASIS,D1-012020,M1023_F2_SEV,"""Symptom Control Rating f.""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,^|00|01|02|03|04,"""No severity rating""|""Asymptomatic, no treatment needed at this time""|""Symptoms well controlled with current therapy""|""Symptoms controlled with difficulty, affecting daily functioning; {patient/resident} needs ongoing monitoring""|""Symptoms poorly controlled: {patient/resident} needs frequent adjustment in treatment and dose monitoring""|""Symptoms poorly controlled: history of re-hospitalizations""",N
OASIS,D1-012020,M1028,"""Active Diagnoses - Comorbidities and Co-existing Conditions: Check all that apply. See the {manual} for a complete list of relevant ICD-10 codes.""","""Patient History and Diagnosis""",N,0,QM,01|03,-|1|2|3,"""Not assessed/no information""|""Peripheral Vascular Disease (PVD) or Peripheral Arterial Disease (PAD)""|""Diabetes Mellitus (DM)""|""None of the above""",N
OASIS,D1-012020,M1030,"""Therapies the {patient/resident} receives at home. Mark all that apply""","""Patient History and Diagnosis""",N,0,HH PPS Grouper|QM,01|03|04|05,1|2|3|4,"""Intravenous or infusion therapy (excludes TPN)""|""Parenteral nutrition (TPN or lipids)""|""Enteral nutrition (nasogastric, gastrostomy, jejunostomy, or any other artificial entry into the alimentary canal)""|""None of the above""",N
OASIS,D1-012020,M1033,"""Risk for Hospitalization: Which of the following signs or symptoms characterize this {patient/resident} as at risk for hospitalization? Mark all that apply""","""Patient History and Diagnosis""",N,0,QM,01|03|04|05,01|02|03|04|05|06|07|08|09|10,"""History of falls (2 or more falls - or any fall with an injury - in the past 12 months)""|""Unintentional weight loss of a total of 10 pounds or more in the past 12 months""|""Multiple hospitalizations (2 or more) in the past 6 months""|""Multiple emergency department visits (2 or more) in the past 6 months""|""Decline in mental, emotional, or behavioral status in the past 3 months""|""Reported or observed history of difficulty complying with any medical instructions (for example, medications, diet, exercise) in the past 3 months""|""Currently taking 5 or more medications""|""Currently reports exhaustion""|""Other risk(s) not listed in 1 - 8""|""None of the above""",N
OASIS,D1-012020,M1041,"""Influenza Vaccine Data Collection Period: Does this episode of care ({admission} to {Discharge}) include any dates on or between October 1 and March 31?""","""Patient History and Diagnosis""",Y,0,QM,06|07|09,0|1,"""No""|""Yes""",N
OASIS,D1-012020,M1046,"""Influenza Vaccine Received: Did the {patient/resident} receive the influenza vaccine for this year's flu season?""","""Patient History and Diagnosis""",N,0,QM,06|07|09,^|01|02|03|05|06|07|08|4,"""Blank (skip pattern)""|""Yes; received from your agency during this episode of care (SOC/ROC to Transfer/Discharge)""|""Yes; received from your agency during a prior episode of care (SOC/ROC to Transfer/Discharge)""|""Yes; received from another health care provider (for example, physician, pharmacist)""|""No; {patient/resident} assessed and determined to have medical contraindication(s)""|""No; not indicated - {patient/resident} does not meet age/condition guidelines for influenza vaccine""|""No; inability to obtain vaccine due to declared shortage""|""No; {patient/resident} did not receive the vaccine due to reasons other than those listed in responses 4 - 7""|""Offered and declined""",N
OASIS,D1-012020,M1051,"""Pneumococcal Vaccine: Has the {patient/resident} ever received the pneumococcal vaccination (for example, pneumovax)?""","""Patient History and Diagnosis""",Y,0,QM,06|07|09,0|1,"""No""|""Yes""",N
OASIS,D1-012020,M1056,"""Reason Pneumococcal Vaccine not received: If {patient/resident} has never received the pneumococcal vaccination (for example, pneumovax), state reason""","""Patient History and Diagnosis""",N,0,QM,06|07|09,^|01|02|03|4,"""Blank (skip pattern)""|""Offered and declined""|""Assessed and determined to have medical contraindication(s)""|""Not indicated; {patient/resident} does not meet age/condition guidelines for Pneumococcal Vaccine""|""None of the above""",N
OASIS,D1-012020,M1060,"""Height and Weight. While measuring, if the number is X.1-X.4 round down, X.5 or greater round up""","""Patient History and Diagnosis""",N,0,,01|03,,,N
OASIS,D1-012020,M1060_A,"""Height (in inches). Record most recent height measure since {admission}""","""Patient History and Diagnosis""",N,0,QM,01|03,-|50|80,"""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1060_B,"""Weight (in pounds). Base weight on most recent measure in last {specify time period in days}; measure weight consistently, according to standard {facility/setting} practice (e.g., in a.m. after voiding, before meal, with shoes off, etc.)""","""Patient History and Diagnosis""",N,0,QM,01|03,-|065|440,"""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1100,"""{Patient/Resident} Living Situation: Which of the following best describes the {patient's/resident's} residential circumstance and availability of assistance? (Check one box only.)""","""Living Arrangements""",N,0,QM,01|03,01|02|03|04|06|07|08|09|10|11|12|13|14|15,"""{Patient/Resident} lives alone, around the clock assistance available.""|""{Patient/Resident} lives alone, regular daytime assistance available.""|""{Patient/Resident} lives alone, regular nighttime assistance available.""|""{Patient/Resident} lives alone, occasional / short-term assistance available.""|""{Patient/Resident} lives with other person(s) in the home, around the clock assistance available.""|""{Patient/Resident} lives with other person(s) in the home, regular daytime assistance available.""|""{Patient/Resident} lives with other person(s) in the home, regular nighttime assistance available.""|""{Patient/Resident} lives with other person(s) in the home, occasional / short-term assistance available.""|""{Patient/Resident} lives with other person(s) in the home, no assistance available.""|""{Patient/Resident} lives in congregate situation (for example, assisted living, residential care home), around the clock assistance available.""|""{Patient/Resident} lives in congregate situation (for example, assisted living, residential care home), regular daytime assistance available.""|""{Patient/Resident} lives in congregate situation (for example, assisted living, residential care home), regular nighttime assistance available.""|""{Patient/Resident} lives in congregate situation (for example, assisted living, residential care home), occasional / short-term assistance available.""|""{Patient/Resident} lives in congregate situation (for example, assisted living, residential care home), no assistance available.""",N
OASIS,D1-012020,M1200,"""Vision (with corrective lenses if the {patient/resident} usually wears them)""","""Sensory Status""",N,0,HH PPS Grouper|QM,01|03|04|05,00|01|02,"""Normal vision: sees adequately in most situations; can see medication labels, newsprint.""|""Partially impaired: cannot see medication labels or newsprint, but can see obstacles in path, and the surrounding layout; can count fingers at arm's length.""|""Severely impaired: cannot locate objects without hearing or touching them or {patient/resident} nonresponsive.""",N
OASIS,D1-012020,M1242,"""Frequency of Pain Interfering with {patient's/resident's} activity or movement""","""Sensory Status""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04,"""{Patient/Resident} has no pain""|""{Patient/Resident} has pain that does not interfere with activity or movement""|""Less often than daily""|""Daily, but not constantly""|""All of the time""",N
OASIS,D1-012020,M1306,"""Does this {patient/resident} have at least one Unhealed Pressure Ulcer/Injury at Stage 2 or Higher or designated as Unstageable? (Excludes Stage 1 pressure injuries and all healed pressure ulcers/injuries)""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,0|1,"""No""|""Yes""",N
OASIS,D1-012020,M1307,"""The Oldest Stage 2 Pressure Ulcer that is present at discharge: (Excludes healed Stage 2 Pressure Ulcers)""","""Integumentary Status""",N,0,QM,9,^|01|02|NA,"""Blank (skip pattern)""|""Was present at the most recent SOC/ROC assessment""|""Developed since the most recent SOC/ROC assessment""|""No Stage 2 pressure ulcers are present at discharge""",N
OASIS,D1-012020,M1307_DT,"""Record date pressure ulcer first identified""","""Integumentary Status""",N,0,QM,9,^|MMDDYYYY,"""Blank (skip pattern)""|""Date of oldest Stage 2 pressure ulcer""",N
OASIS,D1-012020,M1311,"""Current Number of Unhealed Pressure Ulcers/Injuries at Each Stage""","""Integumentary Status""",N,0,,01|03|04|05|09,,,N
OASIS,D1-012020,M1311_A1,"""Number of Stage 2 pressure ulcers""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_A2,"""Number of these Stage 2 pressure ulcers that were present upon {admission} - enter how many were noted at the time of {admission}""","""Integumentary Status""",N,0,QM,9,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_B1,"""Number of Stage 3 pressure ulcers""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_B2,"""Number of these Stage 3 pressure ulcers that were present upon {admission} - enter how many were noted at the time of {admission}""","""Integumentary Status""",N,0,QM,9,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_C1,"""Number of Stage 4 pressure ulcers""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_C2,"""Number of these Stage 4 pressure ulcers that were present upon {admission} - enter how many were noted at the time of {admission}""","""Integumentary Status""",N,0,QM,9,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_D1,"""Number of unstageable pressure ulcers/injuries due to non-removable dressing/device""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_D2,"""Number of these unstageable pressure ulcers/injuries that were present upon {admission} - enter how many were noted at the time of {admission}""","""Integumentary Status""",N,0,,9,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_E1,"""Number of unstageable pressure ulcers due to coverage of wound bed by slough and/or eschar""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_E2,"""Number of these unstageable pressure ulcers that were present upon {admission} - enter how many were noted at the time of {admission}""","""Integumentary Status""",N,0,,9,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_F1,"""Number of unstageable pressure injuries presenting as deep tissue injury""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1311_F2,"""Number of these unstageable pressure injuries that were present upon {admission} - enter how many were noted at the time of {admission}""","""Integumentary Status""",N,0,,9,^|-|00|99,"""Blank (skip pattern)""|""Not assessed/no information""|""Minimum value""|""Maximum value""",N
OASIS,D1-012020,M1322,"""Current Number of Stage 1 Pressure Injuries: Intact skin with non-blanchable redness of a localized area usually over a bony prominence. Darkly pigmented skin may not have a visible blanching; in dark skin tones only it may appear with persistent blue or purple hues.""","""Integumentary Status""",N,0,HH PPS Grouper|QM,01|03|04|05,00|01|02|03|04,"""0""|""1""|""2""|""3""|""4 or more""",N
OASIS,D1-012020,M1324,"""Stage of Most Problematic Unhealed Pressure Ulcer/Injury that is Stageable: (Excludes pressure ulcer/injury that cannot be staged due to a non-removable dressing/device, coverage of wound bed by slough and/or eschar, or deep tissue injury.)""","""Integumentary Status""",N,0,HH PPS Grouper|QM,01|03|04|05|09,01|02|03|04|NA,"""Stage 1""|""Stage 2""|""Stage 3""|""Stage 4""|""{Patient/Resident} has no pressure ulcers/injuries or no stageable pressure ulcers/injuries""",N
OASIS,D1-012020,M1330,"""Does this {patient/resident} have a Stasis Ulcer?""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03,"""No""|""Yes, {patient/resident} has BOTH observable and unobservable stasis ulcers.""|""Yes, {patient/resident} has observable stasis ulcers ONLY.""|""Yes, {patient/resident} has unobservable stasis ulcers ONLY (known but not observable due to non-removable dressing/device)""",N
OASIS,D1-012020,M1332,"""Current Number of Stasis Ulcer(s) that are Observable""","""Integumentary Status""",N,0,HH PPS Grouper|QM,01|03|04|05,^|01|02|03|04,"""Blank (skip pattern)""|""One""|""Two""|""Three""|""Four or more""",N
OASIS,D1-012020,M1334,"""Status of Most Problematic Stasis Ulcer that is Observable""","""Integumentary Status""",N,0,HH PPS Grouper|QM,01|03|04|05|09,^|01|02|03,"""Blank (skip pattern)""|""Fully granulating""|""Early/partial granulation""|""Not healing""",N
OASIS,D1-012020,M1340,"""Does this {patient/resident} have a Surgical Wound?""","""Integumentary Status""",Y,0,HH PPS Grouper|QM,01|03|04|05|09,00|00|01|02,"""No""|""Newly epithelialized""|""Yes, {patient/resident} has at least one observable surgical wound""|""Surgical wound known but not observable due to non-removable dressing/device""",N
OASIS,D1-012020,M1342,"""Status of Most Problematic Surgical Wound that is Observable""","""Integumentary Status""",N,0,HH PPS Grouper|QM,01|03|04|05|09,^|01|02|03,"""Blank (skip pattern)""|""Fully granulating""|""Early/partial granulation""|""Not healing""",N
OASIS,D1-012020,M1400,"""When is the {patient/resident} dyspneic or noticeably Short of Breath?""","""Respiratory Status""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04,"""{Patient/Resident} is not short of breath""|""When walking more than 20 feet, climbing stairs""|""With moderate exertion (for example, while dressing, using commode or bedpan, walking distances less than 20 feet)""|""With minimal exertion (for example, while eating, talking, or performing other ADLs) or with agitation""|""At rest (during day or night)""",N
OASIS,D1-012020,M1600,"""Has this {patient/resident} been treated for a Urinary Tract Infection in the past 14 days?""","""Elimination Status""",N,14,QM,01|03|09,00|01|NA|UK,"""No""|""Yes""|""{Patient/Resident} on prophylactic treatment""|""Unknown""",N
OASIS,D1-012020,M1610,"""Urinary Incontinence or Urinary Catheter Presence""","""Elimination Status""",N,0,HH PPS Grouper|QM,01|03|04|05,00|01|02,"""No incontinence or catheter (includes anuria or ostomy for urinary drainage)""|""{Patient/Resident} is incontinent""|""{Patient/Resident} requires a urinary catheter (specifically: external, indwelling, intermittent, or suprapubic)""",N
OASIS,D1-012020,M1620,"""Bowel Incontinence Frequency""","""Elimination Status""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03|04|05|NA|UK,"""Very rarely or never has bowel incontinence""|""Less than once weekly""|""One to three times weekly""|""Four to six times weekly""|""On a daily basis""|""More often than once daily""|""{Patient/Resident} has ostomy for bowel elimination""|""Unknown""",N
OASIS,D1-012020,M1630,"""Ostomy for Bowel Elimination. Does this {patient/resident} have an ostomy for bowel elimination that (within the last 14 days): a) was related to an inpatient facility stay; or b) necessitated a change in medical or treatment regimen?""","""Elimination Status""",N,14,HH PPS Grouper|QM,01|03|04|05,00|01|02,"""{Patient/Resident} does not have an ostomy for bowel elimination.""|""{Patient's/Resident's} ostomy was not related to an inpatient stay and did not necessitate change in medical or treatment regimen.""|""The ostomy was related to an inpatient stay or did necessitate change in medical or treatment regimen.""",N
OASIS,D1-012020,M1700,"""Cognitive Functioning: {Patient's/Resident's} current (day of assessment) level of alertness, orientation, comprehension, concentration, and immediate memory for simple commands.""","""Neuro/Emotional/Behavioral Status""",N,0,QM,01|03|09,00|01|02|03|04,"""Alert/oriented, able to focus and shift attention, comprehends and recalls task directions independently.""|""Requires prompting (cuing, repetition, reminders) only under stressful or unfamiliar conditions.""|""Requires assistance and some direction in specific situations (for example, on all tasks involving shifting of attention) or consistently requires low stimulus environment due to distractibility.""|""Requires considerable assistance in routine situations.  Is not alert and oriented or is unable to shift attention and recall directions more than half the time.""|""Totally dependent due to disturbances such as constant disorientation, coma, persistent vegetative state, or delirium.""",N
OASIS,D1-012020,M1710,"""When Confused (Reported or Observed Within the Last 14 Days)""","""Neuro/Emotional/Behavioral Status""",N,14,QM,01|03|09,00|01|02|03|04|NA,"""Never""|""In new or complex situations only""|""On awakening or at night only""|""During the day and evening, but not constantly""|""Constantly""|""{Patient/Resident} nonresponsive""",N
OASIS,D1-012020,M1720,"""When Anxious (Reported or Observed Within the Last 14 Days)""","""Neuro/Emotional/Behavioral Status""",N,14,QM,01|03|09,00|01|03|NA,"""None of the time""|""Less often than daily""|""All of the time""|""{Patient/Resident} nonresponsive""",N
OASIS,D1-012020,M1730,"""Depression Screening. Has the {patient/resident} been screened for depression, using a standardized, validated depression screening tool?""","""Neuro/Emotional/Behavioral Status""",N,14,QM,01|03,00|01|02|03,"""No""|""Yes, {patient/resident} was screened using the PHQ-2 scale.  (Instructions for this two-question tool:  Ask {patient/resident}:  """"Over the last two weeks, how often have you been bothered by any of the following problems"""")""|""Yes, {patient/resident} was screened with a different standardized, validated assessment and the {patient/resident} meets criteria for further evaluation for depression.""|""Yes, {patient/resident} was screened with a different standardized, validated assessment and the {patient/resident} does not meet criteria for further evaluation for depression.""",N
OASIS,D1-012020,M1730_A,"""Little interest or pleasure in doing things""","""Neuro/Emotional/Behavioral Status""",N,14,QM,01|03,^|00|01|02|03|NA,"""Blank (skip pattern)""|""Not at all / 0-1 day""|""Several days / 2-6 days""|""More than half of the days / 7-11 days""|""Nearly every day / 12-14 days""|""NA / Unable to respond""",Y
OASIS,D1-012020,M1730_B,"""Feeling down, depressed, or hopeless?""","""Neuro/Emotional/Behavioral Status""",N,14,QM,01|03,^|00|01|02|03|NA,"""Blank (skip pattern)""|""Not at all / 0-1 day""|""Several days / 2-6 days""|""More than half of the days / 7-11 days""|""Nearly every day / 12-14 days""|""NA / Unable to respond""",Y
OASIS,D1-012020,M1740,"""Cognitive, behavioral, and psychiatric symptoms that are demonstrated at least once a week (Reported or Observed). Mark all that apply""","""Neuro/Emotional/Behavioral Status""",N,0,QM,01|03|09,1|2|3|4|5|6|7,"""Memory deficit: failure to recognize familiar persons/places, inability to recall events of past 24 hours, significant memory loss so that supervision is required""|""Impaired decision-making: failure to perform usual ADLs or IADLs, inability to appropriately stop activities, jeopardizes safety through actions""|""Verbal disruption: yelling, threatening, excessive profanity, sexual references, etc.""|""Physical aggression: aggressive or combative to self and others (for example, hits self, throws objects, punches, dangerous maneuvers with wheelchair or other objects)""|""Disruptive, infantile, or socially inappropriate behavior (excludes verbal actions)""|""Delusional, hallucinatory, or paranoid behavior""|""None of the above behaviors demonstrated""",N
OASIS,D1-012020,M1745,"""Frequency of Disruptive Behavior Symptoms (Reported or Observed): Any physical, verbal or other disruptive/dangerous symptoms that are injurious to self or others or jeopardize personal safety.""","""Neuro/Emotional/Behavioral Status""",N,0,QM,01|03|09,00|01|02|03|04|05,"""Never""|""Less than once a month""|""Once a month""|""Several times each month""|""Several times a week""|""At least daily""",N
OASIS,D1-012020,M1800,"""Grooming: Current ability to tend safely to personal hygiene needs (specifically: washing face and hands, hair care, shaving or make up, teeth or denture care, or fingernail care).""","""ADL/IADL""",N,0,QM,01|03|04|05|09,00|01|02|03,"""Able to groom self unaided, with or without the use of assistive devices or adapted methods.""|""Grooming utensils must be placed within reach before able to complete grooming activities.""|""Someone must assist the {patient/resident} to groom self.""|""{Patient/Resident} depends entirely upon someone else for grooming needs.""",N
OASIS,D1-012020,M1810,"""Current Ability to Dress Upper Body safely (with or without dressing aids) including undergarments, pullovers, front-opening shirts and blouses, managing zippers, buttons and snaps""","""ADL/IADL""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03,"""Able to get clothes out of closets and drawers, put them on and remove them from the upper body without assistance.""|""Able to dress upper body without assistance if clothing is laid out or handed to the {patient/resident}.""|""Someone must help the {patient/resident} put on upper body clothing.""|""{Patient/Resident} depends entirely upon another person to dress the upper body.""",N
OASIS,D1-012020,M1820,"""Current Ability to Dress Lower Body safely (with or without dressing aids) including undergarments, slacks, socks or nylons, shoes""","""ADL/IADL""",N,0,HH PPS Grouper|QM,01|03|04|05|09,00|01|02|03,"""Able to obtain, put on, and remove clothing and shoes without assistance.""|""Able to dress lower body without assistance if clothing and shoes are laid out or handed to the {patient/resident}.""|""Someone must help the {patient/resident} put on undergarments, slacks, socks or nylons, and shoes.""|""{Patient/Resident} depends entirely upon another person to dress lower body.""",N
